r= 10 
Inference for Stan model: tensor2d_kron.
4 chains, each with iter=600; warmup=500; thin=1; 
post-warmup draws per chain=100, total post-warmup draws=400.

           mean se_mean   sd  2.5%   25%   50%   75% 97.5% n_eff Rhat
U[1,1]     0.16    0.07 0.17 -0.20  0.05  0.20  0.29  0.46     6 1.42
U[1,2]     0.08    0.14 0.26 -0.44 -0.10  0.07  0.25  0.57     3 1.90
U[1,3]    -0.09    0.09 0.24 -0.54 -0.25 -0.11  0.09  0.32     8 1.60
U[1,4]    -0.01    0.04 0.17 -0.32 -0.13  0.01  0.11  0.32    21 1.19
U[1,5]    -0.05    0.05 0.19 -0.45 -0.17 -0.04  0.10  0.31    13 1.48
U[1,6]    -0.03    0.11 0.22 -0.44 -0.21 -0.02  0.12  0.38     4 1.42
U[1,7]    -0.07    0.12 0.26 -0.52 -0.23 -0.10  0.06  0.54     5 1.48
U[1,8]     0.02    0.06 0.22 -0.40 -0.16  0.07  0.19  0.40    16 1.29
U[1,9]     0.14    0.16 0.28 -0.41 -0.07  0.20  0.34  0.59     3 1.97
U[1,10]   -0.18    0.06 0.24 -0.67 -0.31 -0.17 -0.03  0.26    14 1.20
U[2,1]     0.14    0.11 0.20 -0.30  0.03  0.18  0.28  0.43     3 1.64
U[2,2]    -0.02    0.13 0.26 -0.47 -0.21 -0.07  0.16  0.52     4 1.80
U[2,3]    -0.06    0.10 0.22 -0.41 -0.21 -0.08  0.06  0.44     4 1.53
U[2,4]     0.00    0.05 0.20 -0.42 -0.12  0.00  0.14  0.34    17 1.24
U[2,5]    -0.01    0.12 0.28 -0.52 -0.18 -0.03  0.21  0.49     5 1.95
U[2,6]    -0.03    0.11 0.24 -0.42 -0.21 -0.05  0.17  0.44     4 1.61
U[2,7]    -0.13    0.13 0.25 -0.57 -0.28 -0.13  0.02  0.41     4 1.72
U[2,8]     0.04    0.05 0.23 -0.41 -0.12  0.03  0.20  0.45    18 1.36
U[2,9]     0.16    0.14 0.24 -0.36 -0.03  0.19  0.34  0.53     3 2.08
U[2,10]   -0.20    0.04 0.19 -0.56 -0.35 -0.20 -0.05  0.13    20 1.35
U[3,1]     0.10    0.06 0.21 -0.43 -0.02  0.11  0.25  0.41    13 1.15
U[3,2]    -0.01    0.16 0.29 -0.48 -0.23 -0.03  0.21  0.53     3 1.68
U[3,3]     0.00    0.08 0.24 -0.45 -0.16 -0.01  0.17  0.48     9 1.30
U[3,4]     0.02    0.05 0.21 -0.41 -0.12  0.01  0.17  0.40    20 1.16
U[3,5]     0.00    0.14 0.26 -0.41 -0.21 -0.04  0.22  0.52     3 1.82
U[3,6]    -0.06    0.10 0.25 -0.46 -0.25 -0.11  0.09  0.48     6 1.36
U[3,7]    -0.11    0.06 0.27 -0.64 -0.26 -0.13  0.02  0.54    18 1.28
U[3,8]    -0.02    0.05 0.24 -0.46 -0.18 -0.01  0.13  0.54    21 1.18
U[3,9]     0.14    0.18 0.31 -0.45 -0.09  0.18  0.36  0.65     3 1.93
U[3,10]   -0.14    0.04 0.23 -0.58 -0.29 -0.13  0.02  0.27    38 1.10
U[4,1]     0.12    0.09 0.19 -0.29  0.00  0.14  0.26  0.41     5 1.50
U[4,2]     0.06    0.17 0.29 -0.40 -0.19  0.06  0.29  0.54     3 1.93
U[4,3]    -0.08    0.12 0.23 -0.52 -0.24 -0.06  0.09  0.32     4 1.46
U[4,4]     0.01    0.09 0.24 -0.47 -0.12  0.02  0.17  0.48     7 1.38
U[4,5]    -0.05    0.13 0.25 -0.58 -0.20 -0.05  0.09  0.47     4 1.51
U[4,6]    -0.04    0.10 0.24 -0.44 -0.22 -0.06  0.11  0.45     6 1.28
U[4,7]    -0.05    0.07 0.26 -0.52 -0.22 -0.09  0.08  0.55    13 1.45
U[4,8]    -0.01    0.06 0.23 -0.44 -0.18  0.00  0.14  0.43    16 1.23
U[4,9]     0.21    0.21 0.35 -0.39 -0.15  0.28  0.50  0.74     3 2.14
U[4,10]   -0.08    0.09 0.23 -0.56 -0.21 -0.08  0.08  0.37     7 1.28
U[5,1]     0.08    0.14 0.23 -0.38 -0.09  0.12  0.26  0.42     3 2.01
U[5,2]     0.02    0.08 0.23 -0.42 -0.15  0.03  0.17  0.46     8 1.35
U[5,3]    -0.06    0.09 0.20 -0.46 -0.19 -0.04  0.10  0.28     5 1.35
U[5,4]     0.02    0.12 0.26 -0.50 -0.15  0.01  0.19  0.56     5 1.48
U[5,5]     0.00    0.13 0.26 -0.52 -0.17  0.01  0.17  0.45     4 1.49
U[5,6]    -0.02    0.11 0.27 -0.56 -0.21 -0.02  0.16  0.49     6 1.28
U[5,7]    -0.07    0.07 0.26 -0.57 -0.21 -0.08  0.11  0.43    13 1.47
U[5,8]    -0.02    0.05 0.24 -0.49 -0.19 -0.02  0.16  0.39    24 1.14
U[5,9]     0.15    0.16 0.30 -0.34 -0.10  0.18  0.38  0.76     4 1.83
U[5,10]   -0.16    0.04 0.21 -0.52 -0.31 -0.17 -0.02  0.30    23 1.14
U[6,1]     0.02    0.04 0.19 -0.44 -0.07  0.05  0.15  0.33    24 1.15
U[6,2]     0.03    0.20 0.33 -0.67 -0.16  0.11  0.27  0.55     3 2.03
U[6,3]     0.08    0.19 0.33 -0.52 -0.20  0.11  0.37  0.64     3 2.08
U[6,4]     0.04    0.10 0.25 -0.37 -0.14  0.00  0.21  0.55     6 1.58
U[6,5]     0.08    0.10 0.24 -0.38 -0.10  0.07  0.27  0.50     5 1.43
U[6,6]    -0.15    0.08 0.28 -0.72 -0.34 -0.14  0.04  0.39    11 1.38
U[6,7]    -0.13    0.16 0.31 -0.72 -0.36 -0.10  0.09  0.40     3 1.52
U[6,8]    -0.03    0.07 0.26 -0.55 -0.22  0.01  0.17  0.38    14 1.27
U[6,9]    -0.02    0.18 0.31 -0.60 -0.27  0.01  0.20  0.51     3 1.91
U[6,10]   -0.08    0.07 0.26 -0.64 -0.24 -0.07  0.07  0.43    15 1.26
U[7,1]    -0.01    0.03 0.16 -0.28 -0.11 -0.02  0.07  0.41    29 1.13
U[7,2]    -0.02    0.03 0.18 -0.43 -0.11 -0.02  0.09  0.25    28 1.17
U[7,3]    -0.05    0.04 0.18 -0.39 -0.16 -0.03  0.06  0.31    15 1.19
U[7,4]    -0.01    0.06 0.20 -0.46 -0.14  0.00  0.12  0.34    11 1.28
U[7,5]    -0.06    0.12 0.22 -0.49 -0.21 -0.04  0.09  0.31     3 1.71
U[7,6]     0.00    0.04 0.21 -0.40 -0.13  0.00  0.15  0.46    35 1.11
U[7,7]     0.05    0.05 0.21 -0.37 -0.10  0.04  0.19  0.46    22 1.25
U[7,8]    -0.04    0.08 0.23 -0.43 -0.18 -0.05  0.13  0.45     9 1.23
U[7,9]    -0.03    0.02 0.16 -0.36 -0.12 -0.03  0.06  0.32    54 1.04
U[7,10]   -0.01    0.04 0.21 -0.40 -0.14 -0.02  0.14  0.39    26 1.16
U[8,1]     0.14    0.05 0.17 -0.17  0.02  0.14  0.25  0.47    13 1.30
U[8,2]    -0.01    0.16 0.28 -0.49 -0.23 -0.04  0.22  0.51     3 1.89
U[8,3]    -0.14    0.05 0.22 -0.59 -0.26 -0.12  0.00  0.34    18 1.39
U[8,4]     0.01    0.11 0.23 -0.49 -0.14  0.00  0.19  0.44     5 1.28
U[8,5]    -0.05    0.16 0.27 -0.50 -0.24 -0.11  0.15  0.49     3 1.89
U[8,6]    -0.10    0.11 0.26 -0.57 -0.28 -0.09  0.06  0.48     6 1.42
U[8,7]    -0.10    0.11 0.28 -0.62 -0.29 -0.12  0.05  0.49     6 1.30
U[8,8]    -0.02    0.05 0.23 -0.42 -0.19 -0.03  0.15  0.41    22 1.27
U[8,9]     0.16    0.19 0.31 -0.53 -0.02  0.23  0.40  0.59     3 2.31
U[8,10]   -0.19    0.10 0.24 -0.73 -0.33 -0.17 -0.03  0.19     6 1.34
U[9,1]     0.14    0.12 0.22 -0.40  0.03  0.17  0.31  0.47     3 1.70
U[9,2]    -0.06    0.17 0.30 -0.66 -0.25 -0.04  0.16  0.47     3 2.20
U[9,3]     0.03    0.11 0.23 -0.38 -0.14  0.03  0.21  0.43     4 1.73
U[9,4]     0.01    0.07 0.19 -0.33 -0.12  0.01  0.12  0.40     7 1.21
U[9,5]    -0.07    0.10 0.23 -0.51 -0.24 -0.05  0.08  0.36     5 1.45
U[9,6]     0.00    0.07 0.18 -0.40 -0.12  0.02  0.12  0.33     7 1.22
U[9,7]    -0.10    0.13 0.27 -0.62 -0.28 -0.13  0.08  0.48     4 1.50
U[9,8]    -0.04    0.04 0.20 -0.40 -0.17 -0.06  0.10  0.35    28 1.13
U[9,9]     0.21    0.15 0.26 -0.31 -0.01  0.27  0.40  0.63     3 1.80
U[9,10]   -0.15    0.06 0.20 -0.59 -0.29 -0.17 -0.04  0.27    13 1.25
U[10,1]    0.13    0.07 0.20 -0.29  0.05  0.16  0.25  0.46     7 1.40
U[10,2]   -0.01    0.15 0.27 -0.51 -0.20 -0.06  0.21  0.52     3 1.74
U[10,3]    0.04    0.12 0.26 -0.38 -0.14  0.00  0.18  0.61     5 1.79
U[10,4]   -0.08    0.04 0.20 -0.40 -0.23 -0.10  0.04  0.31    25 1.12
U[10,5]   -0.04    0.15 0.27 -0.66 -0.19 -0.04  0.13  0.45     3 1.77
U[10,6]    0.03    0.07 0.22 -0.33 -0.13  0.01  0.18  0.48    10 1.25
U[10,7]   -0.05    0.07 0.24 -0.44 -0.23 -0.06  0.08  0.49    12 1.47
U[10,8]   -0.02    0.07 0.24 -0.39 -0.18 -0.06  0.14  0.53    13 1.34
U[10,9]    0.17    0.17 0.26 -0.31 -0.04  0.21  0.37  0.61     3 2.29
U[10,10]  -0.19    0.05 0.17 -0.56 -0.29 -0.17 -0.07  0.11    11 1.15
U[11,1]    0.11    0.09 0.17 -0.33  0.02  0.14  0.24  0.38     4 1.53
U[11,2]    0.02    0.14 0.27 -0.48 -0.16  0.03  0.18  0.54     4 1.66
U[11,3]   -0.02    0.10 0.22 -0.41 -0.16 -0.04  0.12  0.40     5 1.29
U[11,4]    0.00    0.04 0.21 -0.38 -0.13  0.00  0.13  0.42    29 1.06
U[11,5]   -0.04    0.07 0.21 -0.54 -0.15 -0.03  0.10  0.32    10 1.37
U[11,6]    0.00    0.05 0.22 -0.44 -0.14  0.00  0.14  0.46    23 1.11
U[11,7]   -0.07    0.11 0.25 -0.67 -0.20 -0.06  0.07  0.44     5 1.42
U[11,8]    0.02    0.09 0.22 -0.40 -0.15  0.02  0.17  0.43     6 1.35
U[11,9]    0.13    0.12 0.22 -0.25 -0.03  0.16  0.31  0.47     4 1.58
U[11,10]  -0.17    0.04 0.22 -0.61 -0.33 -0.14 -0.01  0.22    37 1.06
U[12,1]    0.07    0.09 0.21 -0.48 -0.02  0.09  0.20  0.42     6 1.57
U[12,2]    0.04    0.12 0.26 -0.40 -0.18  0.03  0.25  0.53     5 1.81
U[12,3]   -0.02    0.11 0.23 -0.38 -0.18 -0.06  0.11  0.50     4 1.43
U[12,4]   -0.04    0.04 0.19 -0.45 -0.15 -0.04  0.09  0.37    22 1.26
U[12,5]   -0.06    0.10 0.24 -0.65 -0.17 -0.07  0.06  0.42     6 1.39
U[12,6]   -0.01    0.04 0.21 -0.43 -0.15 -0.01  0.13  0.43    25 1.13
U[12,7]   -0.06    0.12 0.28 -0.42 -0.22 -0.12  0.04  0.77     5 1.61
U[12,8]    0.01    0.13 0.26 -0.52 -0.17  0.04  0.20  0.46     4 1.48
U[12,9]    0.12    0.13 0.24 -0.29 -0.07  0.12  0.33  0.53     4 1.71
U[12,10]  -0.11    0.08 0.19 -0.53 -0.22 -0.11  0.00  0.30     6 1.25
U[13,1]    0.17    0.07 0.18 -0.22  0.06  0.20  0.29  0.45     7 1.44
U[13,2]    0.00    0.13 0.28 -0.47 -0.21 -0.03  0.19  0.58     4 1.56
U[13,3]   -0.14    0.03 0.16 -0.42 -0.24 -0.15 -0.03  0.24    25 1.16
U[13,4]    0.01    0.09 0.23 -0.48 -0.15  0.02  0.17  0.39     7 1.35
U[13,5]   -0.01    0.03 0.15 -0.29 -0.12  0.00  0.10  0.27    21 1.15
U[13,6]   -0.06    0.15 0.28 -0.64 -0.26 -0.03  0.13  0.44     4 1.66
U[13,7]   -0.08    0.14 0.26 -0.48 -0.26 -0.12  0.09  0.48     3 1.71
U[13,8]    0.02    0.06 0.23 -0.37 -0.13  0.00  0.15  0.55    15 1.34
U[13,9]    0.14    0.14 0.26 -0.32 -0.10  0.18  0.34  0.59     3 1.61
U[13,10]  -0.10    0.07 0.20 -0.52 -0.22 -0.08  0.04  0.26    10 1.15
U[14,1]    0.07    0.09 0.20 -0.37 -0.04  0.11  0.22  0.36     4 1.51
U[14,2]    0.04    0.13 0.29 -0.49 -0.15  0.01  0.26  0.56     5 1.47
U[14,3]   -0.02    0.10 0.24 -0.43 -0.19 -0.04  0.13  0.42     6 1.28
U[14,4]    0.06    0.07 0.25 -0.42 -0.09  0.05  0.18  0.60    11 1.51
U[14,5]    0.02    0.07 0.18 -0.30 -0.10  0.04  0.14  0.35     6 1.26
U[14,6]   -0.02    0.06 0.21 -0.37 -0.15 -0.03  0.08  0.50    11 1.23
U[14,7]   -0.05    0.10 0.22 -0.44 -0.18 -0.07  0.08  0.46     5 1.45
U[14,8]   -0.01    0.10 0.23 -0.40 -0.18 -0.02  0.13  0.44     5 1.28
U[14,9]    0.16    0.16 0.28 -0.31 -0.10  0.19  0.37  0.67     3 1.96
U[14,10]  -0.04    0.09 0.23 -0.50 -0.19 -0.03  0.11  0.43     6 1.33
U[15,1]    0.08    0.06 0.20 -0.38 -0.03  0.11  0.22  0.40    11 1.51
U[15,2]    0.05    0.17 0.27 -0.40 -0.15  0.02  0.31  0.53     3 2.24
U[15,3]    0.00    0.14 0.24 -0.47 -0.15 -0.01  0.18  0.41     3 1.58
U[15,4]   -0.01    0.04 0.19 -0.44 -0.12 -0.01  0.10  0.36    20 1.22
U[15,5]   -0.03    0.03 0.18 -0.42 -0.14  0.00  0.10  0.28    33 1.12
U[15,6]   -0.03    0.07 0.19 -0.33 -0.16 -0.04  0.09  0.35     8 1.26
U[15,7]    0.01    0.06 0.19 -0.31 -0.14  0.00  0.13  0.40    11 1.12
U[15,8]   -0.04    0.07 0.21 -0.42 -0.17 -0.04  0.08  0.45     8 1.36
U[15,9]    0.09    0.11 0.22 -0.32 -0.10  0.10  0.26  0.46     4 1.55
U[15,10]  -0.07    0.13 0.27 -0.52 -0.27 -0.10  0.08  0.51     4 1.30
U[16,1]    0.15    0.12 0.22 -0.40  0.06  0.22  0.29  0.43     4 1.48
U[16,2]    0.02    0.10 0.28 -0.49 -0.19  0.01  0.21  0.54     7 1.54
U[16,3]   -0.03    0.10 0.23 -0.46 -0.20 -0.02  0.14  0.37     5 1.45
U[16,4]    0.02    0.07 0.23 -0.42 -0.15  0.01  0.16  0.55    12 1.25
U[16,5]    0.02    0.08 0.20 -0.32 -0.12  0.01  0.16  0.42     6 1.35
U[16,6]   -0.06    0.05 0.23 -0.51 -0.20 -0.06  0.09  0.36    17 1.25
U[16,7]   -0.02    0.06 0.21 -0.44 -0.14 -0.02  0.10  0.37    11 1.18
